!	0	6
#	6	88
especi	11282	2
especial	11284	9
especializ	11293	3
especif	11296	5
especific	11301	2
espect	11303	1
especul	11304	1
esper	11305	3
espin	11308	1
espiritus	11309	1
espos	11310	1
est	11311	3
esta	11314	50
estab	11364	8
establec	11372	15
estacion	11387	3
estad	11390	33
estadi	11423	2
estadist	11425	4
estadounidens	11429	21
estall	11450	3
estam	11453	1
estan	11454	4
estanc	11458	1
estandar	11459	2
estant	11461	2
estas	11463	3
estatal	11466	3
estatur	11469	1
estatus	11470	9
estatut	11479	2
este	11481	37
esteb	11518	3
estim	11521	3
estimul	11524	2
esto	11526	8
estof	11534	1
estoni	11535	1
estos	11536	4
estrag	11540	1
estrateg	11541	2
estrech	11543	2
estrict	11545	5
estrident	11550	1
estructur	11551	1
estudi	11552	2
et	11554	2
etienn	11556	2
etimolog	11558	4
etni	11562	4
etnic	11566	3
etno-cultural	11569	1
europ	11570	11
europe	11581	8
eurovision	11589	1
eustaqui	11590	1
evacu	11591	3
evad	11594	1
evangel	11595	2
evelyn	11597	1
event	11598	4
ewart	11602	2
ex	11604	2
excelent	11606	1
except	11607	2
exces	11609	1
exclusion	11610	1
exhib	11611	3
exigent	11614	1
exili	11615	1
exist	11616	8
existent	11624	1
exit	11625	1
expansion	11626	1
expedicion	11627	6
expeditions	11633	1
experient	11634	1
experiment	11635	2
explic	11637	1
explicit	11638	1
explor	11639	6
explot	11645	4
export	11649	3
expres	11652	1
expuls	11653	2
expus	11655	1
exquemelin	11656	1
exquisit	11657	1
extend	11658	1
extens	11659	1
extension	11660	1
exterior	11661	3
extern	11664	10
extiend	11674	1
extra	11675	3
extra.	11678	1
extraccion	11679	1
extradicion	11680	1
extranjer	11681	6
extrem	11687	2
f	11689	2
f.	11691	1
f.c	11692	2
fabric	11694	1
facil	11695	1
factbook	11696	2
factor	11698	2
factory	11700	1
fall	11701	2
falt	11703	2
fam	11705	1
famili	11706	2
famos	11708	7
far	11715	4
farer	11719	1
farrell	11720	1
fas	11721	2
fat	11723	1
favor	11724	3
fc	11727	2
feb	11729	2
febrer	11731	5
fech	11736	7
feder	11743	2
felip	11745	2
feliz	11747	1
femenin	11748	1
feri	11749	1
fernandez	11750	2
ferri	11752	2
ferrocarril	11754	1
ferrys	11755	1
fertil	11756	1
fertiliz	11757	1
ferunt	11758	1
festiv	11759	2
festival	11761	3
ficcion	11764	1
fidedign	11765	2
fideicomis	11767	1
fidel	11768	1
fiebr	11769	1
fiest	11770	2
figur	11772	1
fij	11773	2
filadelfi	11775	1
filatel	11776	1
filmacion	11777	1
filon	11778	1
fin	11779	5
final	11784	13
financ	11797	1
financier	11798	4
finanz	11802	1
finlandi	11803	1
firm	11804	2
first	11806	1
fiscal	11807	2
fiscal.»	11809	1
fixalph	11810	5
fleming	11815	1
flor	11816	2
florin	11818	4
flot	11822	1
flotador	11823	1
flotill	11824	2
fm	11826	11
fond	11837	2
fondeader	11839	1
fonet	11840	1
foodi	11841	1
foods	11842	1
football	11843	5
for	11848	3
foran	11851	1
form	11852	31
formacion	11883	3
formal	11886	4
formul	11890	1
fort	11891	1
fortalez	11892	2
fortif	11894	1
fortun	11895	1
fot	11896	1
fotograf	11897	1
foundation	11898	5
fracas	11903	1
franc	11904	1
frances	11905	26
franci	11931	15
francis	11946	1
francisc	11947	8
franklin	11955	1
français	11956	1
frecuenci	11957	1
frecuent	11958	4
fredis	11962	1
frenchm	11963	1
frent	11964	8
fresc	11972	3
fri	11975	1
friday	11976	1
frits	11977	2
fronter	11979	6
fronteriz	11985	1
frut	11986	1
fue	11987	45
fuent	12032	10
fuer	12042	2
fueron	12044	16
fuert	12060	7
fuertement	12067	1
fuerz	12068	6
funcion	12074	3
funcionari	12077	1
fund	12078	2
fundacion	12080	4
fundamental	12084	2
furgonet	12086	1
fut-siet	12087	1
futbol	12088	16
futur	12104	4
g	12108	1
g.	12109	1
gabinet	12110	2
gal	12112	2
galeon	12114	1
gambo	12115	1
gan	12116	8
ganad	12124	2
gananci	12126	1
garantiz	12127	1
garc	12128	1
garz	12129	1
gastronom	12130	3
gat	12133	3
gate´s	12136	1
gen	12137	1
gener	12138	2
general	12140	8
gent	12148	2
gentilici	12150	2
geograf	12152	20
geographic	12172	1
geolog	12173	1
georg	12174	10
georgi	12184	1
gerrit	12185	1
gestion	12186	4
get	12190	1
gigant	12191	2
glamorg	12193	1
glob	12194	1
gobern	12195	18
gobi	12213	1
gobiern	12214	38
gobiernukorsou	12252	1
god	12253	3
goedgedrag	12256	3
golet	12259	2
golf	12261	6
gombey	12267	1
gonzal	12268	1
good	12269	1
gote	12270	1
gouverneur	12271	1
gov.ai	12272	1
goz	12273	2
gozney	12275	2
grab	12277	1
graci	12278	3
grad	12281	3
gral	12284	1
gran	12285	14
grand	12299	7
granj	12306	1
grav	12307	1
gre	12308	1
gregory	12309	1
grill	12310	1
groenlandi	12311	1
grot	12312	1
grott	12313	1
ground	12314	1
grup	12315	11
gsm	12326	2
guadalup	12328	2
guan	12330	9
guardian	12339	1
guarnicion	12340	7
guayan	12347	3
guerr	12350	20
guerrer	12370	1
gui	12371	2
guie»	12373	1
guillerm	12374	1
guis	12375	1
gust	12376	1
gustav	12377	1
gutierrez	12378	2
h.	12380	1
ha	12381	24
hab	12405	16
hab/km²	12421	5
habit	12426	24
habl	12450	11
hac	12461	6
haci	12467	1
hait	12468	1
hall	12469	2
ham	12471	1
hambr	12472	1
hamilton	12473	6
han	12479	10
harrison	12489	1
hast	12490	18
hat	12508	2
hawai	12510	1
hay	12511	14
hazañ	12525	1
hech	12526	6
hedwig	12532	1
hef	12533	1
hem	12534	1
henny	12535	1
hered	12536	1
hereder	12537	1
herenci	12538	2
herman	12540	1
heterogene	12541	1
hic	12542	2
hidroavion	12544	2
higgins	12546	1
hij	12547	3
hilari	12550	1
himn	12551	7
hindu	12558	1
hip-hop	12559	3
hipotet	12562	1
hispan	12563	2
hispano-estadounidens	12565	1
hispanoantillan	12566	1
hispanoportugues	12567	1
histor	12568	4
histori	12572	21
historical	12593	1
history	12594	2
hit	12596	1
hiz	12597	1
hms	12598	1
hog	12599	1
holand	12600	1
holandes	12601	10
holiday	12611	1
holland	12612	1
hombr	12613	10
hombre/muj	12623	1
hombres/muj	12624	3
hondur	12627	1
honnor	12628	1
honor	12629	1
hood	12630	1
hooiberg	12631	2
hor	12633	2
horari	12635	5
hornets	12640	1
hostil	12641	1
hotel	12642	4
houston	12646	1
hoy	12647	6
http	12653	8
hub	12661	2
hubert	12663	1
huckl	12664	1
huert	12665	1
huertist	12666	1
huev	12667	1
hugh	12668	2
hulib	12670	1
human	12671	3
hume	12674	1
humed	12675	3
hund	12678	2
hundr	12680	1
huracan	12681	5
hus	12686	5
i	12691	6
i.e	12697	1
iber	12698	1
icc	12699	1
identific	12700	1
idh	12701	3
idiom	12704	26
if	12730	5
iglesi	12735	2
ignaci	12737	1
igual	12738	8
ii	12746	7
iii	12753	3
ilha	12756	1
illinois	12757	1
ilustr	12758	1
imag	12759	2
imagen	12761	5
impact	12766	2
imper	12768	1
imperial	12769	2
impid	12771	1
implic	12772	1
import	12773	36
important	12809	1
impres	12810	1
impresion	12811	1
imprim	12812	1
impuls	12813	2
in	12815	2
inalambr	12817	2
inc.	12819	5
incapaz	12824	1
inclu	12825	8
includ	12833	1
inclus	12834	1
inconvenient	12835	1
incorpor	12836	1
independent	12837	12
independient	12849	3
indi	12852	9
indic	12861	6
indigen	12867	5
industri	12872	7
industrial	12879	1
inespecific	12880	2
inexplic	12882	1
infantil	12883	1
inferior	12884	1
influenci	12885	5
inform	12890	10
infraestructur	12900	2
ing	12902	2
inglaterr	12904	7
ingles	12911	44
ingres	12955	4
inhabilit	12959	2
inic	12961	1
inici	12962	4
inicial	12966	1
inmediat	12967	1
inmigr	12968	8
inmigrantes/1.000	12976	1
inmobiliari	12977	1
insigni	12978	1
inspir	12979	3
instal	12982	8
institu	12990	3
institut	12993	1
instruccion	12994	2
insul	12996	5
integr	13001	3
integral	13004	1
intencion	13005	1
intent	13006	3
interes	13009	5
interferent	13014	1
interior	13015	2
internacional	13017	18
international	13035	1
internet	13036	12
interpret	13048	1
intertropical	13049	1
interval	13050	1
intrig	13051	1
introduc	13052	1
introduccion	13053	2
inund	13055	1
inutil	13056	1
invalu	13057	1
inventari	13058	1
inversor	13059	1
investig	13060	1
irausquin	13061	2
ireland	13063	2
irland	13065	2
irlandes	13067	2
isabel	13069	3
isbn	13072	1
isla	13073	172
island	13245	6
islandi	13251	1
islands	13252	1
islas	13253	62
isleñ	13315	2
islot	13317	3
iso	13320	4
israel-emanuel	13324	1
itali	13325	2
italian	13327	1
izquierd	13328	1
j.	13329	1
jabalin	13330	1
jacob	13331	1
jacques-yv	13332	1
jaim	13333	1
jam	13334	1
jamaic	13335	2
jamaican	13337	1
jamanot	13338	2
jamas	13340	1
jamestown	13341	4
january	13345	1
janvi	13346	1
japones	13347	1
javascript	13348	2
jean	13350	1
jean-juliën	13351	1
jean-louis	13352	1
jef	13353	14
jehov	13367	2
jim	13369	1
joh	13370	1
john	13371	3
jon	13374	2
jongh-elhag	13376	1
jorg	13377	2
joven	13379	2
joy	13381	1
jp	13382	1
juan	13383	10
juanch	13393	1
judi	13394	5
judicial	13399	1
juec	13400	1
jueg	13401	6
juev	13407	4
juez	13411	1
jug	13412	2
jugador	13414	11
jul	13425	2
juli	13427	8
julian	13435	1
july	13436	2
jun	13438	2
juni	13440	6
juniperus	13446	1
junt	13447	11
jur	13458	2
jurament	13460	1
just	13461	1
justici	13462	1
juventud	13463	1
kanal	13464	1
kans	13465	1
kcmg	13466	1
kerveg	13467	1
kilometr	13468	3
kindley	13471	1
kingsal	13472	1
kingston	13473	1
klein	13474	1
km	13475	10
km²	13485	9
knip	13494	1
korsou	13495	4
krioy	13499	1
kòrsou	13500	3
l'administration	13503	1
l'île	13504	2
la	13506	745
labor	14251	4
labour	14255	2
lag	14257	1
lagun	14258	9
lamaison	14267	1
lamp	14268	2
lanc	14270	1
lanch	14271	3
land	14274	1
langost	14275	3
lanz	14278	3
lanzador	14281	1
laprensacur.com	14282	1
larg	14283	3
las	14286	269
latin	14555	1
laur	14556	1
laz	14557	1
le	14558	11
lee	14569	5
leendert	14574	1
legal	14575	6
legati	14581	1
legisl	14582	8
legislatur	14590	1
lem	14591	3
lengu	14594	12
lenny	14606	1
lent	14607	1
les	14608	3
levant	14611	2
leverock.el	14613	1
ley	14614	6
leyend	14620	4
liat	14624	1
libert	14625	2
libia-tunez	14627	1
libr	14628	7
licenci	14635	5
licor	14640	1
lid	14641	4
lig	14645	5
limit	14650	8
lin	14658	3
lions	14661	2
liri	14663	1
lis	14664	1
literari	14665	1
littl	14666	1
liv	14667	1
liveincuracao.com	14668	1
llam	14669	12
llan	14681	1
lleg	14682	22
llen	14704	1
llev	14705	10
lloyd	14715	1
lluvi	14716	4
lo	14720	27
local	14747	17
localiz	14764	9
logist	14773	1
logr	14774	2
loi	14776	1
londr	14777	1
longitud	14778	2
los	14780	266
louis	15046	1
lourd	15047	1
lov	15048	1
luch	15049	1
lucr	15050	5
lueg	15055	2
lufthans	15057	1
lug	15058	7
lugar	15065	4
lugareñ	15069	1
luis	15070	6
luj	15076	1
lun	15077	7
lusohabl	15084	1
m	15085	4
m.	15089	2
m.r	15091	1
maart	15092	2
madeir	15094	1
mader	15095	1
madr	15096	4
madur	15100	2
maestr	15102	1
magazin	15103	1
main	15104	1
maiz	15105	1
mal	15106	2
malez	15108	2
malliouhan	15110	2
malpic	15112	1
man	15113	5
mand	15118	4
manej	15122	1
maner	15123	1
maniobr	15124	1
manoj	15125	1
manten	15126	5
mantien	15131	2
mantuv	15133	3
manuel	15136	3
manufactur	15139	1
map	15140	8
mar	15148	22
maracaib	15170	1
marc	15171	6
marg	15177	1
marigot	15178	1
marin	15179	11
mariner	15190	2
marisc	15192	1
mariscal	15193	1
maritim	15194	8
mark	15202	1
mart	15203	1
martin	15204	9
martinez	15213	2
marz	15215	4
mas	15219	77
masculin	15296	2
mason	15298	1
massachusetts	15299	1
match	15300	2
material	15302	1
matern	15303	1
matthijs	15304	1
maxim	15305	6
may	15311	9
mayor	15320	34
mayoritari	15354	1
mazatlan	15355	1
med	15356	5
medi	15361	8
median	15369	1
mediant	15370	1
mejor	15371	7
men	15378	5
mencion	15383	3
mengu	15386	1
menor	15387	3
merc	15390	7
mercanc	15397	1
mercant	15398	1
mercantil	15399	1
meridional	15400	1
mes	15401	11
meteorolog	15412	4
metod	15416	5
metr	15421	4
mexic	15425	14
mexican	15439	17
mezcl	15456	3
mfk	15459	1
mi	15460	1
miami	15461	1
michel	15462	1
michell	15463	1
michoacan	15464	1
mid	15465	1
miembr	15466	13
mientr	15479	5
miguel	15484	1
mik	15485	1
mikv	15486	1
mil	15487	4
milbrand	15491	1
milenari	15492	1
milici	15493	1
milit	15494	10
militar	15504	4
mill	15508	1
millon	15509	8
miner	15517	5
mineral	15522	1
minim	15523	4
ministr	15527	19
minor	15546	3
minut	15549	1
mirand	15550	2
mision	15552	2
mism	15554	7
misteri	15561	1
mit	15562	2
mlb	15564	5
mm	15569	3
mod	15572	2
modern	15574	1
modest	15575	1
modific	15576	2
modifie	15578	1
modul	15579	1
moliend	15580	1
moment	15581	2
monarc	15583	4
monday	15587	2
moned	15589	7
monj	15596	1
monograf	15597	2
mont	15599	3
montañ	15602	1
montesin	15603	2
mor	15605	2
morent	15607	1
mortal	15608	2
mostr	15610	5
motiv	15615	3
movementu	15618	1
movibl	15619	1
movimient	15620	5
much	15625	10
muell	15635	1
muer	15636	1
muert	15637	4
muertes/1.000	15641	2
muestr	15643	1
muindial	15644	1
muj	15645	1
mujer	15646	7
mulat	15653	1
multilingü	15654	1
multimedi	15655	4
multimillonari	15659	1
multinacional	15660	1
multiplic	15661	1
multirracial	15662	1
mund	15663	9
mundial	15672	19
mundo.tambien	15691	1
municipi	15692	1
mur	15693	1
muse	15694	2
music	15696	6
musulman	15702	1
muy	15703	11
n	15714	3
nac	15717	5
nacimient	15722	1
nacimientos/1.000	15723	1
nacimientos/muj	15724	1
nacion	15725	3
nacional	15728	17
nadi	15745	2
namur	15747	1
napoleon	15748	3
naranj	15751	1
natal	15752	1
national	15753	4
nativ	15757	4
natural	15761	10
naturalez	15771	2
naufrag	15773	2
naufragi	15775	3
nav	15778	1
naval	15779	9
naveg	15788	21
navi	15809	2
navid	15811	1
navy	15812	2
nazi	15814	2
ncl	15816	1
necesari	15817	7
necesit	15824	6
nederland	15830	2
nederlands	15832	1
neerlandes	15833	65
neg	15898	1
negoci	15899	2
negr	15901	4
nelson	15905	1
netherlands	15906	1
new	15907	6
news	15913	3
nf	15916	1
ni	15917	3
nicol	15920	5
niev	15925	3
ningun	15928	11
nivel	15939	3
niñ	15942	6
no	15948	42
noch	15990	1
nombr	15991	26
nombre»	16017	1
nominal	16018	2
noord	16020	3
norest	16023	1
norm	16024	3
normal	16027	2
noroest	16029	3
nort	16032	17
norteamerican	16049	1
north	16050	1
nos	16051	3
nos.nl	16054	1
nosfm.com	16055	1
not	16056	1
notabl	16057	2
notici	16059	6
notific	16065	1
nov	16066	2
novel	16068	1
noventa»	16069	1
noviembr	16070	10
nucl	16080	1
nuclear	16081	1
nuestr	16082	1
nuev	16083	26
numer	16109	4
nunc	16113	5
nv	16118	1
n°	16119	1
o	16120	41
obedient	16161	1
objet	16162	3
oblig	16165	1
obra	16166	4
obras	16170	1
observ	16171	1
obten	16172	7
obtien	16179	1
obtuv	16180	1
ocasion	16181	6
occident	16187	1
occidental	16188	8
oce	16196	1
ocean	16197	7
oceanic	16204	1
oct	16205	2
octubr	16207	15
ocup	16222	7
ocurr	16229	2
oest	16231	5
of	16236	7
offlin	16243	5
offshor	16248	2
ofici	16250	3
oficial	16253	16
oficin	16269	2
ofrec	16271	4
oil	16275	1
ojed	16276	1
ola	16277	2
olas	16279	1
oldid=61032799	16280	1
oldid=61293620	16281	1
oldid=61501231	16282	1
oldid=61637426	16283	1
oldid=61643172	16284	1
oleaj	16285	1
olimp	16286	1
olimpi	16287	1
on	16288	2
once	16290	2
one	16292	1
onions	16293	1
onlin	16294	5
ontari	16299	1
oost	16300	1
opac	16301	1
opcion	16302	1
open	16303	1
oper	16304	17
oposicion	16321	3
oranj	16324	1
oranjest	16325	10
orbit	16335	1
orden	16336	5
organ	16341	2
organiz	16343	15
oriental	16358	2
orig	16360	6
origen	16366	2
original	16368	8
originari	16376	2
oro	16378	2
orob	16380	1
osbourn	16381	1
oscur	16382	1
otan	16383	1
otorg	16384	3
otra	16387	4
otras	16391	6
otro	16397	1
otros	16398	25
ovej	16423	1
overs	16424	2
p.	16426	1
p4a-p4z	16427	1
pacif	16428	7
pacific	16435	2
padec	16437	1
padr	16438	1
paget	16439	1
pagin	16440	15
pais	16455	59
pais/est	16514	2
paisaj	16516	4
palabr	16520	1
palm	16521	4
palmer	16525	4
pan	16529	2
panam	16531	1
panamax	16532	1
panamerican	16533	1
panhispan	16534	1
papiament	16535	42
par	16577	104
parader	16681	1
paradis	16682	1
paraguan	16683	1
parais	16684	2
parametr	16686	2
parec	16688	1
parlament	16689	10
parlamento/cam	16699	1
parqu	16700	2
parroquial	16702	1
part	16703	48
particip	16751	5
pas	16756	13
pasaj	16769	2
pasaport	16771	1
pascu	16772	1
pasion	16773	8
pass	16781	1
passion	16782	2
pastore	16784	1
patrimoni	16785	2
patrull	16787	2
paul	16789	1
paulatin	16790	1
pdvsa	16791	1
pear	16792	2
pec	16794	1
peculi	16795	1
ped	16796	1
pedr	16797	3
peg	16800	3
pelop	16803	1
pembrok	16804	1
peninsul	16805	2
pensilvani	16807	1
pentecostal	16808	1
pentecostes	16809	1
pequeñ	16810	15
per	16825	20
percy	16845	1
perd	16846	2
perec	16848	1
period	16849	11
permanec	16860	1
permanent	16861	4
permit	16865	4
perpetu	16869	1
perr	16870	1
perril	16871	1
persigu	16872	1
person	16873	8
personaj	16881	1
personal	16882	2
persons	16884	1
pertenec	16885	6
pertenecient	16891	1
peru	16892	1
pes	16893	9
pesc	16902	4
pescador	16906	3
pesquer	16909	1
pet	16910	2
peterson	16912	1
petrel	16913	1
petrole	16914	4
petroler	16918	4
petrolifer	16922	1
pga	16923	1
philly	16924	1
phosphat	16925	1
phot	16926	1
piar	16927	2
pib	16929	7
pickl	16936	1
pid	16937	1
pie	16938	1
piedr	16939	1
piens	16940	1
pies	16941	1
pilar	16942	2
pintur	16944	1
pioner	16945	1
pirat	16946	3
piscader	16949	1
piscin	16950	1
pist	16951	1
pistol	16952	2
pittsburg	16954	1
plan	16955	5
planet	16960	1
plant	16961	1
plantacion	16962	1
plat	16963	1
plataform	16964	2
play	16966	7
plaz	16973	1
plen	16974	2
plough	16976	1
plp	16977	1
pluvial	16978	1
plymouth	16979	1
pobl	16980	4
poblacion	16984	42
poblador	17026	4
poc	17030	5
pocahont	17035	1
pod	17036	23
poder	17059	1
podes	17060	5
podr	17065	7
poet	17072	1
point	17073	3
polic	17076	1
polinesi	17077	4
polit	17081	24
politico-administr	17105	9
politico-econom	17114	1
poloni	17115	1
pon	17116	3
ponson	17119	1
popul	17120	8
popular	17128	2
populariz	17130	1
por	17131	146
porcentaj	17277	4
porcion	17281	1
porfiri	17282	2
port	17284	5
portal	17289	3
portant	17292	1
portugal	17293	3
portugues	17296	11
pos	17307	3
pose	17310	8
posesion	17318	6
posibil	17324	3
posibl	17327	1
posicion	17328	1
pospuest	17329	1
post	17330	1
postal	17331	4
posterior	17335	1
potabl	17336	1
potenci	17337	2
powhat	17339	1
pp.	17340	1
practic	17341	8
pre-coloniz	17349	2
preci	17351	1
precios	17352	1
precipit	17353	4
precision	17357	1
precoloniz	17358	2
prefij	17360	5
premi	17365	1
premiership	17366	1
prend	17367	2
prens	17369	4
preparatori	17373	1
preparatory	17374	1
presbiterian	17375	1
presenci	17376	2
present	17378	7
president	17385	2
prest	17387	1
prestamo-arr	17388	1
previ	17389	1
previous	17390	1
prevision	17391	1
previst	17392	1
prickly	17393	2
prim	17395	18
primari	17413	1
primer	17414	21
princ	17435	2
princes	17437	1
princess	17438	1
principal	17439	72
principi	17511	5
priv	17516	2
probabl	17518	2
proc	17520	1
proced	17521	1
procedent	17522	3
procer	17525	1
proces	17526	7
proclam	17533	2
procr	17535	1
produc	17536	7
produccion	17543	3
product	17546	2
produjeron	17548	1
profes	17549	1
profesional	17550	2
profund	17552	1
program	17553	9
progres	17562	5
prohib	17567	1
promedi	17568	8
promontori	17576	1
promotor	17577	1
promuev	17578	1
promulg	17579	1
pronost	17580	1
pront	17581	2
propi	17583	9
propied	17592	3
proporcion	17595	2
proposit	17597	1
propuest	17598	1
prospect	17599	1
prosper	17600	3
proteccion	17603	1
proteg	17604	1
protest	17605	2
protestant	17607	1
proveedor	17608	3
provenient	17611	3
provien	17614	7
provinci	17621	1
provision	17622	9
provoc	17631	2
prox	17633	1
proxim	17634	4
proyect	17638	7
prueb	17645	2
pua	17647	1
public	17648	9
pud	17657	2
puebl	17659	5
pued	17664	15
puent	17679	4
puert	17683	21
pues	17704	3
puest	17707	13
punt	17720	5
puritan	17725	1
pus	17726	1
python	17727	10
quadiriki	17737	1
quandus	17738	1
que	17739	230
qued	17969	8
quem	17977	1
qui	17978	11
quien	17989	2
quint	17991	1
quo	17992	2
rac	17994	1
radham	17995	1
radi	17996	15
radiofon	18011	1
raf	18012	1
raleigh	18013	1
ramon	18014	3
rams	18017	1
rangers	18018	4
rap	18022	2
rapid	18024	1
rastafari	18025	1
rastafaris	18026	1
rastr	18027	1
raul	18028	1
raz	18029	2
razon	18031	1
re-eleccion	18032	1
reabastec	18033	1
reactor	18034	1
reafirm	18035	1
real	18036	10
realiz	18046	3
recepcion	18049	1
rechaz	18050	5
recib	18055	2
recien	18057	1
recient	18058	4
recl	18062	1
reclam	18063	8
recog	18071	2
recolector	18073	1
reconoc	18074	3
reconstru	18077	1
record	18078	3
records	18081	1
recreation	18082	2
recuerd	18084	1
recuper	18085	3
recurr	18088	1
recurs	18089	4
redaccion	18093	1
redact	18094	1
redescubr	18095	1
reduc	18096	2
reemplaz	18098	1
refer	18099	1
referencias|bermud	18100	1
referencias|isl	18101	1
referend	18102	2
referendum	18104	6
referent	18110	16
refin	18126	7
refinery	18133	1
reflej	18134	1
refugi	18135	3
refunjol	18138	1
regat	18139	1
regener	18140	2
regga	18142	1
region	18143	6
regional	18149	3
registr	18152	14
regl	18166	1
regres	18167	1
regul	18168	2
regular	18170	3
rein	18173	40
relacion	18213	8
relat	18221	3
relatif	18224	1
religion	18225	8
remembranc	18233	1
remes	18234	1
remont	18235	1
remot	18236	1
rendon	18237	1
repar	18238	1
repentin	18239	1
replant	18240	1
repobl	18241	1
repost	18242	1
represent	18243	11
reproduc	18254	1
reproductor	18255	4
republ	18259	4
republican	18263	1
requer	18264	2
rescat	18266	3
reserv	18269	1
resid	18270	2
resident	18272	3
resistencia»	18275	1
resolv	18276	1
respect	18277	2
respons	18279	2
rest	18281	5
restrep	18286	1
result	18287	6
retir	18293	1
retras	18294	1
retuv	18295	1
reun	18296	3
revillagiged	18299	1
revist	18300	2
revoc	18302	1
revolu	18303	5
revolucionari	18308	1
revuelt	18309	1
rey	18310	4
rfc	18314	1
ric	18315	6
richard	18321	4
riesg	18325	1
rig	18326	1
rios	18327	1
robin	18328	1
robinson	18329	1
roc	18330	3
rock	18333	1
rocos	18334	1
rod	18335	1
rodriguez	18336	1
rog	18337	1
roj	18338	1
rolf	18339	1
rollock	18340	1
ron	18341	1
ronald	18342	1
roosevelt	18343	1
rovir	18344	2
royal	18346	4
royals	18350	1
rugby	18351	2
ruid	18353	1
rumber	18354	1
rumor	18355	1
rut	18356	3
s.	18359	1
s.m	18360	2
sab	18362	3
sac	18365	1
sacerdot	18366	1
saenz	18367	1
saint	18368	11
saint-martin	18379	1
sal	18380	5
salari	18385	3
salin	18388	1
salt	18389	5
salud	18394	1
salv	18395	1
salvaj	18396	1
san	18397	25
sancion	18422	1
sandy	18423	2
sangri	18425	1
sant	18426	5
santillan	18431	1
saqu	18432	1
sargaz	18433	2
sav	18435	2
savanet	18437	1
school	18438	1
schott	18439	2
schultz	18441	1
scrub	18442	3
sdk	18445	1
se	18446	159
sea	18605	2
seal	18607	1
sec	18608	2
seccion	18610	5
second	18615	1
secret	18616	2
sector	18618	9
sed	18627	1
sefard	18628	4
segu	18632	1
segun	18633	9
segund	18642	15
segur	18657	5
seis	18662	7
seix	18669	1
sejm	18670	1
seleccion	18671	8
sell	18679	3
selv	18682	1
seman	18683	2
semanari	18685	2
semej	18687	1
semi-final	18688	1
semiar	18689	2
sen	18691	1
sent	18692	3
sentr	18695	1
sep	18696	2
separ	18698	10
separa/independiz	18708	1
separat	18709	1
separation	18710	1
septiembr	18711	10
sepult	18721	1
ser	18722	18
seran	18740	1
serl	18741	1
serpient	18742	2
serv	18744	1
servers	18745	1
servici	18746	16
set	18762	3
sever	18765	1
several	18766	1
sevill	18767	1
señal	18768	3
señor	18771	1
shakespear	18772	1
sharpl	18773	1
shell	18774	1
shelton	18775	1
shet	18776	1
shoal	18777	1
si	18778	9
sid	18787	10
sidney	18797	1
siend	18798	13
siet	18811	2
sig	18813	5
sigl	18818	29
signif	18847	3
signific	18850	1
sigu	18851	1
siguient	18852	4
simbnoliz	18856	1
simi	18857	1
simil	18858	2
simon	18860	1
simultane	18861	1
sin	18862	34
sinagog	18896	1
siqu	18897	1
sir	18898	7
sirv	18905	4
sistem	18909	5
siti	18914	5
situ	18919	5
slam	18924	1
slayton	18925	1
smoot	18926	1
soberan	18927	4
sobr	18931	30
soci	18961	3
social	18964	3
socied	18967	5
sociedad	18972	1
socorr	18973	1
softbol	18974	1
sol	18975	18
sold	18993	2
solucion	18995	1
sombrer	18996	2
somers	18998	11
somerset	19009	4
son	19013	45
song	19058	1
sop	19059	1
sopl	19060	1
soport	19061	1
sorprendet	19062	5
sosten	19067	1
sotavent	19068	3
southampton	19071	1
sports	19072	2
st.	19074	6
staatsregeling	19080	1
standard	19081	1
stanley	19082	1
stat	19083	3
statistics	19086	1
statu	19087	1
status	19088	1
statut	19089	1
stinson	19090	1
strachey	19091	1
strenght	19092	1
stuyvesant	19093	1
su	19094	90
sub	19184	1
subacuat	19185	2
subdivision	19187	1
submarin	19188	2
subsistent	19190	1
subst	19191	2
substancial	19193	1
subtropical	19194	1
suced	19195	1
sudamer	19196	2
sudamerican	19198	2
sudest	19200	3
sudoest	19203	1
suel	19204	1
suert	19205	1
suficient	19206	1
sufr	19207	3
sufragi	19210	2
sugir	19212	2
sum	19214	2
sumerg	19216	2
suministr	19218	1
summ	19219	1
summary	19220	1
sup	19221	1
super	19222	2
superfici	19224	9
superior	19233	5
supervision	19238	2
supervivient	19240	9
suplant	19249	1
suprem	19250	2
suprim	19252	2
supuest	19254	1
sur	19255	8
suramer	19263	2
surc	19265	1
surest	19266	3
surg	19269	3
surinam	19272	1
suroriental	19273	1
sus	19274	33
suspend	19307	1
sustitut	19308	1
sylvest	19309	1
tabac	19310	3
tabl	19313	1
tahit	19314	1
tal	19315	2
talbot	19317	1
tall	19318	2
tamañ	19320	3
tambien	19323	39
tampic	19362	2
tan	19364	1
tanki	19365	1
tant	19366	9
tard	19375	3
tare	19378	1
tarif	19379	1
tas	19380	8
taxis	19388	1
tech	19389	1
tecnic	19390	1
tecnolog	19391	2
tejup	19393	1
telecomun	19394	5
telecuracao.com	19399	1
telecuraça	19400	2
telefon	19402	4
telegraaf	19406	1
television	19407	1
temperatur	19408	11
tempest	19419	1
tempor	19420	2
temporal	19422	1
tempran	19423	1
ten	19424	12
tend	19436	1
tendr	19437	2
tenes	19439	10
tenient	19449	1
tenis	19450	1
ter	19451	1
terc	19452	3
